id,class_label,pos
75175,0,NNP NNP VBZ TO VB RB DT NNP NN NN NN IN NN IN PRP$ NN TO VB NNS IN NNPS DT NNP NN VBZ JJR NN NNS DT RBS
28262,0,NNP VBP PRP VBN NN VBZ PRP IN PRP$ RB VBN DT NN VBZ CC RB VBP NNS PRP MD VB TO VB PRP VB DT NN RB JJ VBP VB TO VB IN PRP$ NN NN CC UH PRP DT JJ NNP PRP VBP IN NN CC DT NNP
48319,0,NNP DT NN VBD IN DT NN DT NNS IN DT NNP NNP NNP NN VBD JJ NNS
17070,1,RB IN DT NN NN CC JJ IN DT NNP VBZ IN PRP$ JJ NN CC IN DT NN VBZ VBN IN JJ NNS DT JJ NN CC VBG NNS IN NNP VBP DT NN
59309,0,NNP VBZ JJ JJ NN VBD TO VB NNS IN NNS CC RB VB DT NNS IN NNS NNP VBZ RB VBG NNS DT NNS VBG VBN VBD JJ IN DT NN NN VBP RB IN DT NN VBN IN DT NN NNP VBZ VBG PRP
37831,1,NNP VBG NN VBN IN NNP IN NN NN VBN IN NN CC VBG RB RB JJ DT JJR NNS WRB VBP PDT DT NNP JJ NN JJ NNS NNP VBD PRP NNS RB
54631,0,RB PRP VBP PRP NN IN IN PRP VBP PRP VBP VB IN NNS IN EX VBZ DT NN NN RB TO VB NNP PRP VBD NN NNS RB JJ PRP VBP IN DT NN RB PRP DT JJ NN IN NN CC PRP DT VBG PRP RP
72756,0,NN IN NNP VBZ VBN NNS PRP$ NNS VBP JJR NN IN NN VBZ IN NNP
15969,1,NNP RB VBD NNP CC NNP RB PRP VBZ RB VB DT JJ NN WDT VBZ NNP NNP
76096,0,NNP NNP NNP VBD DT NNS VBN IN DT NN CC VBD DT NN IN NNP NNP NNP NNP VBZ RB NN IN NNP NNP NNP NNP VBD IN NNP NNP NNP NNP VBD IN DT NNS
76556,0,PRP VBP PRP$ NN CC RB PRP$ NN IN NN NNP NNP NNP NNP NN
52948,0,RB VBZ NN RB VBZ JJ RB VBP DT NN IN NNS WDT MD RB VB PRP IN JJR NNS DT NN IN NN IN CD NN MD VB PRP IN VBD RB IN PRP$ NN IN DT NN VBZ DT DT JJ NN TO VB IN PRP$ NN
48665,0,UH VBG IN DT NN VBG RP NN NNS JJ NNS VBP DT JJ NN IN WDT VBZ DT JJ CD NNS JJR IN DT JJ JJ JJ NN VBG NNS IN NN IN DT JJ JJ NN IN
36580,1,PRP VBD NN IN PRP VBP IN NNP NNP NNP NNP VBD VBG NN NN DT WP MD VB PRP VBD PRP DT WP VBD VBN RB VBZ NNP NNP
34741,0,IN PRP PRP JJR TO VB IN VBG IN PRP VBD WP PRP VBD IN VBG NNS VBD IN PRP RB IN PRP VBP RB VBG NN NN RP CC TO VB PRP PRP VBP VB IN NNPS VBD RB VBN IN JJ NNS
51619,0,DT JJ NN NN VBD NNP VBG IN NNP NNP NN NN PRP$ NN VBD NNP NNP NNP CC NNP NNP NN NNP NNP IN NN CC CD JJ NNS
19247,1,CC DT JJS NN NN IN DT NN WRB MD NNS VB RP DT JJ NNS CC DT NN VBP DT VBG NN IN DT NNS VBP
360,1,VBG NNPS IN NN NNS VBZ DT NN VBG DT NNP TO VB IN NN NN JJ PRP VB DT NN DT NN VBZ DT NN
63501,0,IN DT NN IN NNP NNP NNP NNP DT NNP VBD PRP RB RB VBD DT JJS NN IN NNP CC VBD TO VB DT NNP DT NN WP VBZ PRP$ NN CC WP VBZ DT JJ NNS NNP DT NNP NNP NN NN IN DT NN IN
7308,1,JJ NNS VBP VBG NN NN IN NNS UH VB DT NN IN DT NN VBG DT NN IN VBG RP DT NN NNP
89402,0,RB IN NNP NNP NN VBZ VBN IN NNS IN NNS NN NNP PRP VBZ TO VB JJ NN NN NNP VBZ VBG NN IN DT CC VBG RP CC VBP DT NNPS JJR IN DT VBP NNS
68509,0,NNP RB VBD TO VB DT NN VBD NNP
46820,0,DT NN IN VBG JJR NNP NNS IN NN VBZ JJR JJR NNS
56406,1,NNP NNP VBD DT NN NN WP MD VB VBN IN IN NN VBD VB CC VB PRP RB IN NNP MD VB VBN IN IN RB VBD NNP VBD DT NN PRP VBD NNS JJ NNS CC VBD DT NNS NN NN IN NNS TO VB
65383,0,NNP NNP NNP NNP RB PRP VBD VBN IN NNP NNP NNP NNP IN NNP NNS JJS NN IN JJ NNP VB PRP$ RB VBG IN NNP NNP NNP NNP TO VB DT NNP IN NNP NNP NNP
13427,1,PRP MD VB PRP DT JJ IN PRP$ NN NNS CC DT NN NN IN PRP$ NNP NNP IN PRP NN VBG PRP TO VB PRP IN NN PRP VB PRP DT VBG NN NN
71811,0,CD NN VBD CC PRP VBD TO VB VBG IN CD NNS
35750,0,NNS NNP NNP PRP IN NNP RB VB DT NN IN NNP NNS VBN TO VB JJ NNS IN DT NN TO VB JJ NN RB VB PRP DT NN VBZ RB DT NNP
82907,0,DT VBN NN NNS VBP IN NNS JJ VBG NNP NNS CC JJ NN VBD TO VB DT NN RB JJ UH VB PRP$ NN PRP VBG PRP
62789,1,PRP MD RB VB NNP RB VBD PRP$ NNP NNP NN PRP VBP JJ IN NNP NNP PRP VBP VBG PDT PRP$ NN IN NN NNP NNP PRP VBP PRP NNP NNP PRP$ NN VBZ IN PRP NNP NNP NNP
65645,0,UH WP VBP PRP VB RB NNP MD RB VB PRP NNP NNP NNP NNP JJ NNP IN NN IN NNP IN
9250,0,NNP NN NNS VBP DT VBG NN NNP VBZ DT JJ IN IN NN NN CD NNS NN MD IN VBG IN NNS NNP JJ NNS RB IN JJ NNS
38555,1,NNP NN JJ CC NNP RB IN NN CC RB DT WP VBP DT NN IN NN VBP RB JJR IN NN NNS RB IN NN NN NN MD VB RB JJR
76301,0,JJ NN TO VB DT JJ NN IN JJ NN NNS PRP VBG DT PRP MD TO VB DT NNP NN NN NN IN DT NNP NN DT NNP NN NN VBZ CD NNS JJR IN DT NNP NN NNS JJS IN DT NN MD VB DT JJ CC NN NN NNS
14536,1,RBR VBZ IN NNP NNP NN NNS VBP VBN IN JJ CC RB JJ NNS RB DT IN DT MD VB RB JJ NNS
10781,1,DT NNS VBP TO VB DT JJ NN NN NN JJ VB IN DT NN IN DT VBN NN IN DT NN PRP MD VB JJ NN IN NN IN VBN NN NN IN DT NNP NNP DT VBZ JJ NN
10461,1,NNP IN DT VBG NN NN CC VBG TO VB DT CD NN NN IN PRP DT RB JJ
72489,0,JJ NNS VBP RB VB IN JJ NNS IN DT NN NNP RB VBZ RB VB DT VBG NN RB VBN NNS
41068,1,PRP VBD IN DT NN NNS IN NNP NNP VBD IN NN RB VBN IN DT NN IN NNP VBD DT NNS IN JJ NN DT NN DT NN VBZ IN JJ NNS IN NNP NNP NNP VBD VBN DT NN PRP VBP JJ IN PRP
16598,1,NNP NNP NN NNS VBG DT JJ NN NN NN NN CC VBG PRP JJR NN NN WP VBZ PRP RB WP VBD RP DT NNPS VBP JJ TO VB DT NNP NNP NNS NNP JJ NN NN DT NNP NN NNS VBP RB DT NN
80365,0,DT VBG NNS NN PRP RB VBN CC PRP MD VB PRP JJ VBZ PRP VBG NN MD VB NN WP VBD VB NN VBD DT NN CC RB VBZ PRP VBN IN VBG NN NN TO VB DT NN PRP VBD WRB JJ
83268,0,NNP VBD RB VB IN PRP$ NN NN DT NNP NNS VBD IN DT NNPS WDT RB VBD TO VB VBG IN PRP$ NN CC PRP VBD VBN
40184,1,UH PRP VBP RB PRP VBP IN NN CC NNS TO VB DT NN DT JJ NN NN VBZ DT NN IN NNS TO VB IN DT JJ NNS CC VBZ RB VB JJ NN NN IN DT NNS VBG EX VBZ RBR JJ NN NN
47561,1,NNP NNP NNP NNS WDT MD VB PDT DT IN DT NNP DT JJ NN PRP MD RB VB VBG JJ NNS IN DT NN JJ NN MD RB VB VBN IN MD VB RB VBN IN NN IN PRP$ VBN RB
36028,1,IN DT NNS VBD NN DT NN IN NNS CC JJ NN VBD VBG DT DT NNS JJS NN NN DT NN IN DT IN RB NN IN DT JJ NN DT VBD NN IN DT NNS NN NN
47188,0,NNP NNS NNP NNP IN NNP NNP NNP IN DT NNP NNP IN NNP DT JJ NNP IN NNP NNP IN NNP VBZ VBN VBN DT VBZ JJ CC DT NNP NNP NNP WP VBZ VBG DT NNP NNP VBZ RB IN NNS
12849,1,RB NNP VBD JJ TO VB NNP JJ NN NNS DT JJ CD NNS PRP VBD PRP$ NNS PRP IN NN PRP$ NN VBZ PRP VBP UH
12286,1,NNP NNP VBD NNP IN NNP NNP CC VBD DT IN NNS WRB VBN IN PRP NN NNP NNP NNP
55759,0,NNP PRP MD VB RB IN NN WRB NNP VBZ PRP VBZ JJ NNP PRP VBZ JJ TO VB RB IN NN DT JJ NN VBZ RBR JJ IN VB IN NNS NNPS NNP VBP JJR NN NNP NNS RB VBD IN NN NNPS NNP PRP VBP JJR
67777,0,NNP VBZ DT JJ NNP CC NNP PRP VBD IN PRP$ NNS WDT PRP VBD CC PRP$ NNP JJ PRP VBD NNP NNP NNP NN IN NN RB RB IN NNP NNP NNP VBD DT NN
16225,1,NNP NN VBZ JJ IN VBG IN PRP$ NN VBZ DT JJR JJ NN NN IN PRP VBZ WRB VBP PRP VB DT VB NN IN PRP$ NN
16179,1,RB PRP VBP RB JJ PRP MD VB VB PRP VB VBG CC VB IN DT NNS PRP VBD VBG VBG IN DT NN NNS WP MD RB VB NNP TO VB NNS IN NNS JJR PRP VBD DT JJ NN TO VB NN NNP
24038,1,PRP VBD DT RB IN DT NN IN DT NN NN VBD DT NN NN NN IN DT NN IN CD IN NN WDT VBD RB IN NNP VBD IN NN VBD IN NNP NNP VBD VBN IN NNP IN PRP VBD NN IN
85309,1,PRP NNP NNP VBD NNP WRB NNP VBD VBN CC VBD TO VB PRP RBR JJ VBG DT NN PRP VBP DT VBZ RB VB VB DT NN PRP VBP VB JJ NNS IN DT NN NNP IN NN IN DT RB VBP RB JJ
65327,0,UH VB RB VB NNP NNP VBD IN NNP NNP NN
11898,1,PRP VBP NNP NNP DT JJ NNP NN WDT VBD NNS IN NN VB PRP RB
5301,1,PRP VBP TO VB JJ PRP VBZ VB IN PRP MD VB DT NNP JJ JJ NNS RB NN NNS VBG IN DT NN DT NN JJ IN NNS IN PDT DT JJ NNS IN DT NN
29492,0,CC NNP VBP NNP VBN VB DT
58499,0,NNP NNP VBZ JJ NN CC PRP MD VB PRP VB NN RB VBZ CD CC PRP VBP VBN NN NN VBP NNS NN
84804,0,CC NNP WP VBZ DT NN JJ NN DT JJ NN MD RB VB JJ NNS TO VB DT NN CC PRP MD RB VB NNS IN DT NNPS CC VB NNS IN DT NNPS
51428,0,NNP NN NNP VBZ PRP TO VB RP PRP$ NN IN VBG JJ NN IN PRP$ NN VBZ IN DT NN
11917,1,NNP NNP VBD CD IN NNS IN NNP IN NNP WDT MD VB PRP$ NN
30689,0,NNP VBD DT CC VBD VBZ IN NN NN NN IN NNP IN NN PRP MD VB NNP DT NN NN
24837,1,VBD VBN IN NNP MD VB JJ NN NN IN PRP VBD UH IN NN NNP NNP VBD DT NN VBG NN IN CD NN CC CD NN
26660,1,RB DT NNP NNP NNP VBZ JJ DT NNP NNP VBD VB NNS IN PRP NNP RB VBD DT NN TO VB NN NN NN NNS IN NNP DT NN JJS JJ NN NNP PRP VBG DT MD VB CC DT NNP NNP NN NNP JJ NNS MD VB TO VB NNP
13632,1,VBP RB VB IN DT PRP VBP PRP$ JJ PRP$ NN VBG VBD PRP RB IN PRP VBD RP IN PRP$ JJ NN PRP VBP JJ CC PRP VBP NN PRP VBP NNS WP VBP PRP NNP
36785,1,IN IN DT JJ NNS JJR NNS VBP VBN NNS IN VBP VBN VBN VBG DT JJ NN PRP RB JJ IN DT VBZ DT NN RB
3909,1,CC DT VBZ WRB PRP$ NN VBZ EX VBP JJ NNS IN DT NNS PRP VBZ IN DT NN TO VB JJ NNS VBZ PRP$ JJ NNP NNP VBZ JJ VBG NN IN DT JJ NN NN DT VBZ PRP$ NNP NNP
73875,0,DT VBZ JJR IN NNS IN NN JJR NNS VBP DT NN IN NNP NN NNS NN NN CC IN PRP VBD IN NN PRP MD VB DT JJ NN IN DT JJ NN VBZ NNP
49910,0,NNP NNS CC IN NNP DT JJR NN VBZ IN DT VBN NN NN IN PRP VBZ RB JJ IN NNP IN DT IN PRP VBP JJ NN JJ NN NN MD VB DT JJ JJ NNP JJ NN
39702,1,RB IN VBG NN NNS CC NNP NNS CC NN NNS JJ IN NN IN NN NNS VBD NNS RB VBP IN NNS VBP VBG IN NN IN NN NN IN DT JJ VBP IN VBG NNS IN VBG IN PRP
55871,0,NNPS MD VB JJ IN NNS CC NNS NN RB CC PRP MD VB DT JJ NN VBN JJ JJ NN NN IN VBG VBG NNS JJ DT JJ NN VBG NN CC NN NNS PRP$ NN VBZ VBN IN DT IN DT NN
51702,0,NNP NN VBZ VBG DT NNP NN VB IN NNS JJ IN VBG DT NN WDT IN PRP VBP NNP DT NNP NNP NNP NNP
82978,0,NNS NNS VBP VBN VBG NNS IN RB DT NNP NNP NNP NNP VBD PRP RB NNP NNP VBZ VBN IN DT JJ NN IN IN NN NN NN PRP MD VB DT NN IN NN CC PRP MD RB VB PRP VB
19545,1,VBD VBG VBD JJS NN NNS RB JJR IN PRP CC IN PRP DT NN PRP VBP DT JJS NN NN IN NN IN DT NN
6511,1,WRB VBP PRP VBG TO VB NNP NNS VBG NNP NNPS DT JJ NN NN DT VBZ PRP DT NN JJR IN JJ CC NN
68618,0,NNP PRP VBP VBG TO VB DT NN NNP NNPS RB JJ NN IN PRP VBD TO VB NNS IN NNP
81400,0,NNP VBD NN JJ PRP$ NN VBD PRP VB DT NN IN DT NN CC PRP VBD IN JJ NN TO VB PRP RB PRP$ DT NN RB DT NN
81437,0,RB JJ PRP VBD DT NN IN DT NN JJ NN VBD VB DT NNS CC PRP VBD RB JJ IN PRP TO VB EX VBD DT NN IN PRP TO VB IN DT NN PRP VBD RB VBN IN NNP IN DT JJ NN
67455,0,RB RB DT NN IN NNP IN PRP VBG NNS IN IN DT NN CC VBG NNS IN DT NN JJ NNS WRB DT NNS VBD VBN TO VB VBZ RB JJ PRP$ NN PRP RB DT NN WDT VBZ TO VB RP DT NN NN
12467,1,NNP NNP DT JJ NNP NNP WP VBZ IN NN IN NNS NN
9902,1,DT RB DT NNP NN PRP VBP TO VB NN IN JJ NNP IN NNS NNP DT NNS IN VBN VBP NNS NN RB VBZ JJ PRP MD RB VB DT NN IN DT NNS VBP VBN NNS VBD NN IN DT NN IN JJ NNS
20263,1,PRP$ NN VBZ VBG IN DT NNP NNP VBZ DT JJS NN CC PRP VBP UH UH UH PRP VBZ RB PRP$ DT NN NN CC PRP VBP RB VB TO VB RP
88252,0,PRP VBP VB PRP VBD NNP RB NNP NNP NNP RB VBD DT NNP IN DT NN DT JJ JJ NN CC IN PRP$ NNS DT VBZ PRP DT NN TO RB VB IN DT NNP NN WDT NNS CC NNS NNP
48738,0,WP VBZ VBG NN IN DT NN VBZ RB NNP NNP NNP NN NN NN NN NNP NNP IN NN NNP
41269,1,DT NNP VBZ RB VB DT NN IN VBN NN NN IN PRP VBD CD PRP MD RB VB IN DT NN IN PRP$ NN CC NNP NNP NNS DT NN VBZ RB RB WRB EX VBZ NN TO VB RP NNS CC VB PRP$ NNS
79503,0,NNP VBZ TO VB DT NNP NN NNS WDT VBZ NNS IN IN NNPS NNP VBZ RB TO VB NNS IN NN VBG IN CC DT VBZ RB DT NN CC WP VBZ IN PRP VBZ DT NNP NN NNS NNP IN NNP VB PRP$ NNS DT JJ NNS NNS VBP RP RB
78653,0,DT NNP WP VBZ VBG TO VB VBZ RB VBG IN NNP NNP NNP VBD DT JJ NN IN PRP VBD VBN DT NN NNS IN DT NN
88360,0,NNP RB VBN NNP WP VBP TO VB VBG JJS IN DT IN NNS RB IN NNP NNP DT JJ NN NN
10217,1,NN RB NNP VBG PRP JJ NNS VBD VBN NNS DT RB RB JJ WRB VBN IN DT IN JJ NNS IN DT NNS IN CC VBD VBN IN PRP$ NNS CC VBD IN NNS IN DT NNP NNP NNP CC NNP NNP
81972,0,WRB VBZ PRP VB NNP NNP DT JJ NN VBD IN DT NNP NN CC VBD JJ NNS NNS VBP RB NNS VBG RB NNP VBG JJ NNS JJ JJ NN NNP VBZ NN WRB JJ NNS VBP TO VB TO VB PRP RB
68782,0,NNP NN VBD IN NNP TO VB DT JJR NN NNS IN DT RB JJ NN TO VB RP NN IN NNP NNP NN IN NNP IN NNP NNP RB TO VB PRP IN DT NN IN NN NNS CC NNP NNS
8785,1,PRP$ NN NN VBD NNPS CC NNS IN NNS WDT VBD PRP NN VBD JJ NN IN NNS VBG PRP DT NN VBD RB JJ NNS IN PDT DT NNS VBG IN NN RB
89325,0,VBP PRP RB RB VB NN IN PRP DT NN IN DT NN MD VB JJ NN IN PRP$ NN DT VBZ RB DT NNP NN IN PRP IN DT NN VB DT JJS NN IN NN CC NNS VBP NNS DT NN RB NNP
39372,1,PRP$ NN VBZ NNP NNP CC PRP VBP NNS JJ CC RB VBG PRP VBP DT NN IN NN NNS CC DT JJ NN PRP VBP VBG JJ IN VBP DT NNS PRP VBP IN NNS CC NNS PRP VBP VBG RB RB IN PRP IN VBG PRP$ NNS JJR NNP PRP VBD NN
82223,0,VBP PRP VB IN VBD VBN IN DT NN DT JJ NNS RB CC VBP PRP VB IN DT NNS VBD PRP$ NN IN JJ NN VBD NNP NNP VB DT NNP IN NNP VBP PRP$ NNS TO VB RB VBN VBP PRP VBN NN
75265,0,PRP DT NN PRP RB JJ NN VBD NNS IN DT JJ NNP NNP NNP NN NN MD VB NNS IN DT NNP NNPS RB DT VBG JJR IN DT NN VB VBG PRP JJ NN PRP VBP JJ IN DT JJ NNS NNP
30857,0,NNP NNP IN DT NN IN NNP NNP JJ PRP RB VBZ NNP NNP
64028,0,PRP$ RB NNP IN NN PRP$ NNP NNP CC NNP NNP IN TO NNS NNP NNP MD VB RP DT NN CC VB PRP IN NNP NNP RB PRP MD VB NNP NNP IN DT JJ NN DT VBZ VBN DT NN DT JJ NN
28863,0,WRB MD PRP VB JJ IN DT NN WRB PRP RB RB JJ IN DT NN PRP VBZ RB VB PRP IN VB DT JJ NN NN NN NN WDT VBZ RB VB NN DT JJ
67274,1,IN NNP EX VBZ JJ NN IN NN VBG NNS VBD RBR IN RB PRP RB VBD NNP IN NNP PRP VBD NNS IN NNS VBN IN IN NNS IN DT JJ NN NN NN IN NNS NN RB VBN JJ NNS JJ RB
9604,1,RB PRP VBP IN NN IN NNP NNP VBZ VBN NNP VBZ VBN NNP VBZ VBN NNP VBZ VBN WRB PRP VBP DT NN IN NN CC NN VBP PRP IN PRP$ NN NNP
22352,1,DT JJ NN VBP JJ NNS IN IN TO NN RB PRP VBP VBG NNP VBD NNS VBD CD JJ NN DT VBZ DT JJ NN IN NNS CC PRP VBD VB RB VB RB VB PRP RB NN CC NN RB IN NNS VBD RP VBD PRP VB
55619,0,NN NNS UH VB DT JJ NN TO VB PRP$ NNS IN NNS CC NNS NN RB PRP MD VB VB PRP$ NNS VBP PRP CC VB JJ
