id,class_label,pos
68,1,WRB VBZ CC NNP VBD NNPS VBN PRP VBD DT NNP NNPS NN VBG RP DT NN NN CC PRP VBD PRP$ JJ NN RB RB IN JJ NNS NNP VBD NNP IN JJ NN VB PRP$ NNS
69,0,IN NNP NN DT NNP NNP VBD RP DT JJ NN NN VBG NNS IN NNPS IN NN IN VBG VBN IN IN PRP$ NNS RB IN DT NNP NN RB RB NNS
70,1,NNP VBZ VBN DT PRP$ NN VBG TO VB RP IN PRP VBZ DT NN TO VB NNPS IN DT NN IN DT NN NN CC VB NNS CC PRP MD VB RP IN NNP WDT DT NN VBZ PRP$ NN TO VB DT JJ NNS DT NN
71,1,NNP VBP JJ NNS VBP IN NNP NNP NNP NNP NNP VBD NNS IN NNPS IN IN NN NNP NN NN NN NN DT NN JJ NNS VBN NN NNP NNP NNP JJ NNP VBD NNP VBD VBN NNP
72,1,NN DT CD NNPS VBP PRP$ NN NNS NNS RB DT NNP NNP VBD DT NN NN JJ NNP DT NNS VBD RB DT NNP MD VB DT NN IN DT JJ CC DT NN IN DT NN
73,1,PRP VBP RB VBN VBG NNS NN NN VBG NN NN NN VBD DT IN JJ VBP VBN VB RB VB CC PRP VBG NNPS VBP JJ VBZ JJ NNS CC NNPS VBP DT JJ NNS WP VBP RP JJR IN PRP VBP RP IN NNS NNS
74,1,RB EX VBZ RB DT NN PRP RB VBD CD NNPS NNS IN NNPS RB VBD PRP$ JJ NN IN NN CC NNS JJR VBP VBG PRP$ NNS IN IN DT NN NN NN DT NN IN PRP RB VBP RB VB IN JJ JJ NNS CC NNS NN
75,1,WRB DT NNP VBZ NNP JJ IN DT JJ NN CC NN IN DT JJ NN EX DT JJ JJ CC PRP VBP TO VB NNPS NNP NNP MD RB VB NN IN PRP$ JJ NNS VB RP DT NN NN DT JJ NNS NNP
76,1,NNP IN NNPS CC JJS NNPS VBP VB DT NN IN DT NNP CC PRP$ RBS JJ NNS NNP VBZ PRP VBZ JJ NN TO VB DT NN NN RB VBZ PRP RB RB DT NN IN NNP
77,1,IN NN IN NNP NNPS NNPS VBN IN NNP NNP NNP NN NNP NN NN VBG IN NNP NN NNP NNP NN NN PRP VBP VB PRP VBP RB VBN DT JJ IN DT NN IN DT NN IN PRP$ NN CC PRP NNS JJ
78,1,IN IN DT NN IN DT NN NN VBZ VBN NNS IN NNPS IN RB VBG PRP$ NNS NNP NNP NNP NNS VBP VBN DT JJ NN IN NN NNS CC NN NNS VB VBN RP
79,1,NNPS VBD IN IN NNP CC RB NNP NNP JJ NN NN NN IN NN CC RB IN NNS CC NNS DT VBP NN CC NNS VBP VBG IN DT NNS WP VBP VB PRP VB PRP$ JJ NNPS VBP VB TO VB WRB
80,1,IN IN NN IN NNS NNS NN VBD IN RB NNPS NN NN NNP NN NNP JJ NN NNP NNP JJ PRP VBP
81,1,VBG NN JJ NNPS IN NNP VBN DT NNP IN DT JJ NN JJ NN NN NNP RB NN NN JJ JJ NN VBG NNP IN JJ NNS DT RB NNS
82,1,NNP NNP NNP NNP VB IN NNS NNP NN NNP NN IN NNS NNP NNPS NNP NNP DT NNP NNP NN VBG NN NN NNP IN NN NNP NNPS IN NNP NNP NNP NNP NNP
83,1,PRP$ JJ NN VBZ VBG NN VBZ RB JJ IN NNS IN NNPS NN VBZ RB JJ NN VBZ RB JJ DT NN NN DT NN NN JJ NN VBP RB VB NNS JJR IN IN NNS VBP VBN RB
84,1,VBG IN NNPS VBP NN NNS VBZ JJ WRB VBN IN NN IN NNP NNP NN IN NNPS TO VB DT NNP NN NN IN DT NN NN PRP VBZ NNS VBP VBN TO VB DT NN IN VBG NNPS TO VB DT NN
85,1,NNP PRP VBD PRP$ NNP IN NNP NNS IN NNP NNP NNP NNP NNS NNP NNP JJ TO VB NNP NNS VBZ NNPS IN DT NN NNS VBP VBN IN NNP VBZ NNS PRP VBP PRP MD NN
86,1,JJ NN IN DT JJ NNS TO VB DT NN NN IN NN PRP VBP VBG DT JJ NN IN DT IN DT CC PRP RB VBD IN NNS WDT RB JJ NNPS VBD VBN RB NNP VBD RB VBG CC PRP VBD RB IN DT NN TO VB NNS IN NNS
87,0,RB IN DT NNPS NNS IN JJ NNS VBP VBG DT NN IN NN IN NN NNP VBD RB VBN JJ TO VB JJ NNS NN NNS NN NNS NN NN NNS DT NN NNP NNP NN VBZ VBG
88,1,NN VBZ RB VBG PRP$ NNP CC NNPS VBD CC RB VBP VBN NN NN NN NN NN CC JJ JJR NN NNS WDT VBP VBN JJ NNPS VBP NNS VB IN DT JJ NN NNP
89,1,CD NNPS TO VB NN IN NNP NNP JJ NN DT NN NN VBZ VBN IN DT JJ JJ NN WP DT NN VB WRB JJ NNS MD VB IN DT NN RB IN NN VBZ VBG IN
90,1,NNP VBN NN NN RB VBN IN JJ NN NNS VBD DT NNP NNP VBN NN VB JJ IN DT NNPS VBN NN NN NNS IN NNP VBG TO VB JJ NN IN NNP NNP NNPS VB VBG RBR JJ
91,1,NNP TO VB DT NN VBZ RB VBG WRB NN NNPS RB VBD IN NN RB IN VBG DT NN NN VBG NNS IN NNS IN NNPS IN NN
92,1,VBZ VBG DT NN NN WDT MD VB DT NN IN NNPS DT VBZ DT JJ CC JJ NN NNP VBD NN NN NN TO VB NNS IN PRP$ NNS NNS VBP TO VB RBR TO VB DT NN IN NNS
93,1,NNP IN VBG NNP VBG IN NNPS VBN IN NNP RB JJ NNP NN NN RB JJ NN NN NN IN NN
94,1,RB VB IN DT NN NN TO VB RB NNS IN NNPS MD RB VB IN NN RB
95,1,DT NNP NNP VBZ VBN NNS IN VBG VBN IN IN PRP$ NN IN DT JJ NNS IN NNP JJ NNS NN NNP DT JJ VBZ PRP$ NN IN PRP VBP DT JJ NNP NNP NNP VB NNPS IN PRP$ NNS
96,1,JJ IN PRP VBD RB VB DT NN NN IN NN CC VB NN NN IN DT NNPS DT JJ NNS IN DT JJ VBP DT NNS IN DT NNS WRB VBZ DT NN TO VB DT JJ
97,1,WRB VBZ DT NN IN NN IN NNS NNP NNP NNP VBP VBN IN JJ NN NNS DT NN NN NN VBZ NNS IN NN WRB JJ NNPS MD VB VBN RP IN JJ IN DT NN IN NN NN NNS WDT MD VB IN PRP$ NN
98,1,DT NN NN VBZ VBG NNP NNP VBZ RB RB VBN RB VBN IN NNS MD VB NN CC NNS IN NNPS VBP DT NN CC DT NNS IN DT NN
99,1,DT VBN CD NNPS MD VB DT NN IN NN DT JJ NN TO VB DT JJ NN NN VBZ DT NNS IN JJ NNS CC NNS IN PRP VBP NN NNS IN JJ NNS IN DT NN
100,1,PRP VBP PRP NN CC NN NN MD VB IN NN TO VB VBG NNPS IN PRP$ NNS CC VBD IN RB CC PRP CC XX NNS VBP VBG DT NN PRP$ JJ TO RB JJ RB RB
101,1,NN IN DT JJ NNP JJ NNS RB VBD DT NNP VBG IN NNP NN NN NNP CC DT NNP VBN NN VBP JJ CC DT VBZ VB RB VBG IN DT NNPS IN DT NN IN NN
102,1,RB JJ NNPS VBP PRP RB VBG TO VB JJ NNS IN IN DT NN NN NNS IN NNP VBP VBG DT JJ NN IN DT NN NN NN RB VBN TO VB RB DT NN MD EX VB DT JJ NN
103,1,DT JJ NN NN VBZ IN NNPS IN VBG RBR JJ NNS VBP PRP VBZ RP IN NN
104,1,NN VBD RB IN IN CD NNPS NN NN RP JJ RBR RB JJ NN
105,1,EX RB VBP DT NN IN RB JJ NNS WP VBP RB IN NNS IN DT NNP NNP JJ NNP NN NN PRP RB JJ IN DT NNP NNP NNP NN NN NNPS VBP JJ
106,1,DT NNP NNP VBZ VBN DT NNPS JJ IN VBG VBN IN IN PRP$ NNS CC IN DT JJS NN IN DT NN VBZ NNP MD VB PRP NNP MD VB DT NN NN TO VB DT NNPS NN NN
107,1,VB IN NN NN TO VB VBG NN TO VB RB CC PRP$ JJS NN WDT VBD IN NNPS VB RP IN PRP$ NN PRP VBZ RB DT JJ NN IN RB WDT NN PRP VBP PRP
108,1,DT JJ NN VBZ VBG NNPS CC NNP NNPS RB RB VBZ PRP VBZ RBR JJ TO VB DT JJ NN VBG NN NNPS IN DT NN NN IN VBN IN VBG NNPS RP NNP
109,1,VBG DT NN NN CC DT NN NNS VBN IN NNPS VBZ RB VBN VB RB DT VBG NN CC RB PRP VBP NNP MD VB JJR IN PRP VBP DT JJ
110,1,NNP VBZ DT NN NNP NNP NNP NNP IN NNP DT NN WDT MD VB VBN NNS IN NNPS RB VBZ VBN VBN IN DT NNP VBZ VBG DT NN NN IN NNP
111,1,DT NN NN VBZ VBG NNS MD VB RB TO VB DT NN IN NNP NNS VBP RB VBG VBN IN JJ NNPS VBP JJ NNS VB NNS MD RB VB RB
112,1,NNP VBZ NNP NNP RB VBD RP NN IN NNPS IN PRP$ JJ CC JJ NN TO VB NN NNP CC PRP NNP NNP VBP DT JJ NNP NNP CC NNP NN IN DT NNP NNP NNP NNP VBZ VBG RP PRP$ NN
113,1,NN NN NNP NN NNS NNS NNP NNP VBG NNP IN NNS IN JJ NN IN NNP
114,1,VBZ VBG TO VB PRP$ NN IN PRP$ CD NN NNP NNP NN IN NNS IN NNPS VBP NN NNP PRP$ NN VBD RB VB DT NN NN NNS
115,1,VBP IN DT NN NN MD VB IN NNS IN NNS RB VBG NN WDT VBZ RB JJ RB RB IN DT NNS JJ NNS VBP DT NN IN JJ NN NNPS TO VB NN DT VBZ DT NN IN VBG DT JJ NN
116,1,NNP NNS IN DT NN NNP DT NN PRP VBD RB DT NN RB VBZ TO VB IN JJ NNS TO VB RP DT NNS IN DT NN NNS RB VBG TO VB DT NN NNS IN JJ NNPS RB NNP NNPS
117,1,DT VBN IN DT NNP NNPS NN TO VB NN IN DT NN NN VBZ IN DT IN PRP IN NNP RB MD VB TO VB NNPS IN NN IN NN PRP VBP TO VB PRP RB
118,1,IN DT NN NN VBD IN VBG NNPS PRP MD VB NNS RB RB CC DT JJ NNP NN MD VB VB PRP$ NNP NNP JJ NN NNS IN NN DT NN NNS NNP NNP NNS VBP NNP VBZ RP
119,1,PRP VBP DT NN PRP RB VBD TO VB VB PRP IN RB VBG CC VBG RB IN NN IN DT NN NN NN PRP VBP JJ TO VB PRP VBP PRP CC NNP CC NNPS RB DT JJ NN
120,1,DT NNP NNP VBZ VBG NN CC JJ NNS TO RB VB NNS TO VB NNS IN DT NN NN VBD IN DT NN RB VBG NNS IN NNPS IN IN PRP$ NNS NNP IN IN DT NNP NNP
121,1,IN IN JJR NN WDT JJ NNS VBP NNS RB JJ IN NNS MD VB JJ NNS PRP VBD IN DT VBN NN IN NNP PRP VBP JJ IN DT JJ DT MD VB DT NN IN NNPS VBP IN IN NN NNP IN DT NNP NNP RB CC RB
122,1,JJ NN CC VBG NN NNS RB DT NN NN IN VBG PRP VB PRP VBN NNS RB VBN NNP NN IN JJ NNPS NN NN RB VBD RP NN NN IN DT JJ NN
123,1,IN DT NNS VBG IN DT NN NN VBZ JJ IN NNS VBP VBG IN NN VBP PRP VB IN NNS IN NNPS VBG IN NN IN NN VBZ RB DT JJ NN RB PRP MD VB IN NN VBZ TO VB JJR JJ NNS
124,1,JJ CC PRP VB JJR RB IN NNS IN NNPS IN DT NNP NNP NNP NNS IN NNP RB VBD TO VB DT NN NN
125,1,DT NN NNS MD VB IN DT NN IN NNS IN NNPS VBP JJ NN IN DT JJ NNS NNP NNP NN VBD JJ NN NNP VBZ RB DT NN
126,1,WRB JJ NNPS VBD VBN IN NNP NNPS IN NNPS IN DT NNP NNP VBD NNP NNPS NNPS NNPS NNP NNP NNP NNP NNP
127,1,NN PRP VBP IN PRP$ NNP NNP NNP VBZ TO VB RB IN DT NNP NNP VBP PRP$ NN TO RB VB RB VB NNPS
128,1,RB RB PRP NNP VBP VBN IN VBG NNPS IN PRP$ NN IN NN IN NN NN IN NN VBP IN NN NN IN NN NNP IN VBG NNPS RB IN NN IN NNP VBZ NN IN JJ NN
129,1,IN NNP VBZ VBN NNS TO VB NNPS VB NN CC IN NNP RB IN CD IN JJ NNS VBP VBN VBN DT JJ NNP NN NN VBZ JJ NN CC PRP MD VB NNS VB IN DT NNPS WP VBP PRP RBS
130,1,JJ NN NN WDT VBD VBN NNS CC NN VBP VBG PRP$ NN TO VB VBZ DT NN NNPS VBP VBG IN DT NN NN NN IN PRP VBP VBG TO VB RP WRB PRP VBP VBG TO VB RB
131,1,IN CD NNPS VBD VBG NNS IN NNP IN DT NN IN DT NN NN IN CD NNPS VBD RB IN NN NNP VBZ DT JJ NN DT NN MD VB VBG NN RB WRB IN JJ NNS VBP VBG VBN IN NNS
132,1,RB PRP VBP WP RB VBD JJ PRP VBD DT NN NN WDT PRP VBP PRP MD VB RB NNP NNP NNP NNPS IN NNP VBD DT NNP NNS CC VBD NNS IN NNPS IN NN IN DT IN NNS IN NNPS
133,1,CC PRP VBP DT NNP VBZ WRB IN PRP VBP RP WRB JJ NNS PRP VBD IN NNS WDT MD VB JJ NNPS IN IN NN WRB IN RB DT NNPS IN DT NNP NNP VBD NNP NN NN VBG RP DT NN NN IN DT NN
134,1,NNP NNP VBD NNS IN NNPS VBP VBN IN IN PRP$ NNS IN DT NN IN NNP NNP VBZ VBG DT JJ NN RB IN PRP$ NN NN TO VB IN DT NN NN VB PRP WP RB VBZ DT NN IN DT NNP NNP IN VBG NNPS JJ
135,1,JJ NN DT NNP NNP NNP VBD DT NNP NNP JJS NN VBG NN IN NNS IN NNPS VBG JJ NNS RB IN NNP DT VBZ DT JJ NN WDT MD VB NNS IN NN NNP
136,1,PRP VBG IN DT NNP VBZ TO VB NNP NN IN DT VBG NN NN WDT MD VB CD NNPS PRP JJ NN
137,1,CD NNPS VBP NN NNS NN IN NNP NNP NNP VBZ IN NN NNP VBD NNS DT JJ NN IN DT NN NN RB NN NN VBZ IN NNS NN IN NNP RB PRP VBP PRP VBP VBG PRP$ NN RB
138,1,UH IN DT NN NN VBD JJ CC PRP VBD PRP RB RB DT MD VB NN CC PRP VBG RB JJ IN VBG IN IN DT NNP NNP VBZ VBG NN IN NNPS RB CC VBG DT NN
